prompt_id,prompt,category,occupation,condition_label,mode,steering_target,value,baseline_he_logit,baseline_she_logit,baseline_they_logit,baseline_he_prob,baseline_she_prob,baseline_they_prob,baseline_bias_score,baseline_preferred_binary_pronoun,baseline_top_prediction,steered_he_logit,steered_she_logit,steered_they_logit,steered_he_prob,steered_she_prob,steered_they_prob,steered_bias_score,steered_preferred_binary_pronoun,steered_top_prediction,delta_bias,delta_he_logit,delta_she_logit,delta_they_logit,preferred_pronoun_flipped,baseline_prediction_changed
doctor_said_that,The doctor said that,masculine_coded,doctor,sweep:-1.0,sweep,,-1.0,13.956158638000488,13.198789596557617,12.0713472366333,0.12703950703144073,0.059568632394075394,0.01929192803800106,0.7573690414428711,he, he,9.710623741149902,9.721109390258789,7.477694988250732,0.01834617182612419,0.018539555370807648,0.001966965850442648,-0.010485649108886719,she, she,-0.7678546905517578,-4.245534896850586,-3.477680206298828,-4.593652248382568,True,True
doctor_said_that,The doctor said that,masculine_coded,doctor,sweep:0.0,sweep,,0.0,13.956158638000488,13.198789596557617,12.0713472366333,0.12703950703144073,0.059568632394075394,0.01929192803800106,0.7573690414428711,he, he,9.318123817443848,9.634750366210938,7.683654308319092,0.01248700451105833,0.0171382874250412,0.0024356627836823463,-0.31662654876708984,she, she,-1.073995590209961,-4.638034820556641,-3.5640392303466797,-4.387692928314209,True,True
doctor_said_that,The doctor said that,masculine_coded,doctor,sweep:1.0,sweep,,1.0,13.956158638000488,13.198789596557617,12.0713472366333,0.12703950703144073,0.059568632394075394,0.01929192803800106,0.7573690414428711,he, he,8.922271728515625,9.544188499450684,7.885650157928467,0.008425436913967133,0.01569232903420925,0.002988087944686413,-0.6219167709350586,she, she,-1.3792858123779297,-5.033886909484863,-3.6546010971069336,-4.185697078704834,True,True
doctor_told_patient_that,The doctor told the patient that,masculine_coded,doctor,sweep:-1.0,sweep,,-1.0,15.67524528503418,14.7511568069458,13.512306213378906,0.31540095806121826,0.1251804381608963,0.036266908049583435,0.9240884780883789,he, he,11.339703559875488,11.406914710998535,8.920665740966797,0.06646193563938141,0.0710824504494667,0.005915591958910227,-0.06721115112304688,she, she,-0.9912996292114258,-4.335541725158691,-3.3442420959472656,-4.591640472412109,True,True
doctor_told_patient_that,The doctor told the patient that,masculine_coded,doctor,sweep:0.0,sweep,,0.0,15.67524528503418,14.7511568069458,13.512306213378906,0.31540095806121826,0.1251804381608963,0.036266908049583435,0.9240884780883789,he, he,10.939154624938965,11.317968368530273,9.129412651062012,0.04591502249240875,0.06706123054027557,0.00751612288877368,-0.3788137435913086,she, she,-1.3029022216796875,-4.736090660095215,-3.4331884384155273,-4.3828935623168945,True,True
doctor_told_patient_that,The doctor told the patient that,masculine_coded,doctor,sweep:1.0,sweep,,1.0,15.67524528503418,14.7511568069458,13.512306213378906,0.31540095806121826,0.1251804381608963,0.036266908049583435,0.9240884780883789,he, he,10.534337997436523,11.223858833312988,9.333381652832031,0.03124818205833435,0.062270134687423706,0.009402774274349213,-0.6895208358764648,she, she,-1.6136093139648438,-5.140907287597656,-3.5272979736328125,-4.178924560546875,True,True
doctor_realized_that,The doctor realized that,masculine_coded,doctor,sweep:-1.0,sweep,,-1.0,14.599010467529297,13.82728099822998,12.320898056030273,0.14083313941955566,0.06509491056203842,0.01443222165107727,0.7717294692993164,he, the,10.271746635437012,10.495695114135742,7.720537185668945,0.022868987172842026,0.028609251603484154,0.00178349029738456,-0.22394847869873047,she, she,-0.9956779479980469,-4.327263832092285,-3.3315858840942383,-4.600360870361328,True,True
doctor_realized_that,The doctor realized that,masculine_coded,doctor,sweep:0.0,sweep,,0.0,14.599010467529297,13.82728099822998,12.320898056030273,0.14083313941955566,0.06509491056203842,0.01443222165107727,0.7717294692993164,he, the,9.862167358398438,10.40247631072998,7.931018829345703,0.015318430960178375,0.026294656097888947,0.002220890484750271,-0.540308952331543,she, she,-1.3120384216308594,-4.736843109130859,-3.4248046875,-4.38987922668457,True,True
doctor_realized_that,The doctor realized that,masculine_coded,doctor,sweep:1.0,sweep,,1.0,14.599010467529297,13.82728099822998,12.320898056030273,0.14083313941955566,0.06509491056203842,0.01443222165107727,0.7717294692993164,he, the,9.449000358581543,10.304471969604492,8.1370267868042,0.01014283113181591,0.023860841989517212,0.0027313432656228542,-0.8554716110229492,she, she,-1.6272010803222656,-5.150010108947754,-3.5228090286254883,-4.183871269226074,True,True
engineer_said_that,The engineer said that,masculine_coded,engineer,sweep:-1.0,sweep,,-1.0,12.750202178955078,10.609457969665527,11.331442832946777,0.06928371638059616,0.008145499974489212,0.016767635941505432,2.140744209289551,he, the,8.3149995803833,7.391171932220459,6.736368656158447,0.006866127252578735,0.0027258291374891996,0.0014161887811496854,0.9238276481628418,he, although,-1.216916561126709,-4.435202598571777,-3.2182860374450684,-4.59507417678833,False,True
